id,Target
405,12.16
406,10.32
407,11.38
408,9.76
409,11.29
410,9.83
411,7.86
412,7.85
413,9.39
414,8.36
415,10.13
416,9.87
417,9.44
418,3.98
419,13.5
420,8.66
421,11.31
422,8.03
423,5.75
424,8.98
425,10.48
426,12.29
427,10.74
428,9.98
429,10.6
430,10.33
431,9.92
432,7.73
433,9.23
434,13.98
435,11.07
436,11.12
437,8.49
438,7.94
439,12.96
440,9.66
441,9.71
442,9.06
443,10.63
444,10.96
445,12.31
446,4.88
447,10.88
448,11.53
449,9.78
450,13.93
451,12.49
452,9.47
453,9.8
454,9.66
455,10.91
456,6.89
457,11.31
458,8.49
459,11.09
460,8.88
461,11.33
462,8.8
463,8.4
464,5.91
465,9.41
466,8.73
467,10.1
468,6.69
469,10.51
470,6.53
471,10.47
472,10.34
473,9.11
474,12.16
475,11.7
476,8.01
477,8.67
478,9.93
479,10.46
480,11.13
481,12.67
482,10.82
483,9.77
484,10.06
485,13.39
486,10.19
487,10.76
488,10.77
489,13.57
490,10.68
491,15.32
492,9.07
493,9.17
494,11.81
495,10.75
496,13.7
497,9.88
498,9.23
499,10.01
500,8.08
501,6.82
502,10.06
503,14.13
504,10.0
505,10.42
506,8.39
507,8.37
508,10.2
509,9.26
510,8.76
511,9.51
512,11.12
513,7.88
514,10.69
515,12.6
516,9.85
517,8.97
518,10.19
519,5.52
520,7.69
521,9.98
522,13.43
523,6.36
524,7.31
525,11.77
526,10.07
527,15.85
528,12.39
529,6.97
530,12.65
531,11.09
532,12.81
533,11.33
534,10.33
535,11.2
536,7.72
537,10.89
538,7.3
539,13.5
540,10.93
541,13.39
542,4.94
543,10.24
544,9.78
545,12.73
546,9.75
547,15.71
548,8.93
549,10.76
550,9.07
551,9.9
552,11.12
553,8.6
554,11.08
555,12.69
556,7.75
557,9.21
558,7.19
559,14.53
560,12.77
561,18.52
562,10.13
563,9.58
564,10.26
565,10.45
566,7.9
567,7.8
568,11.17
569,11.83
570,7.26
571,9.01
572,12.01
573,7.35
574,11.28
575,9.93
576,10.56
577,8.54
578,7.02
579,8.4
580,10.51
581,9.08
582,9.06
583,6.4
584,10.55
585,11.14
586,8.05
587,8.06
588,10.59
589,12.74
590,10.32
591,8.84
592,9.34
593,3.8
594,8.67
595,10.76
596,9.45
597,9.45
598,5.98
599,9.83
600,8.54
601,15.86
602,8.25
603,9.83
604,11.26
605,9.17
606,8.69
607,10.09
608,10.62
609,10.22
610,6.47
611,8.77
612,9.97
613,8.94
614,7.15
615,9.05
616,5.68
617,13.35
618,7.5
619,11.39
620,11.5
621,10.23
622,8.36
623,13.68
624,10.82
625,9.64
626,8.47
627,16.75
628,10.13
629,10.58
630,15.73
631,12.98
632,10.42
633,13.55
634,11.07
635,9.32
636,10.18
637,7.35
638,10.21
639,10.38
640,4.18
641,13.0
642,14.24
643,13.06
644,12.98
645,8.97
646,9.99
647,7.31
648,7.97
649,12.29
650,9.95
651,11.8
652,9.8
653,9.32
654,11.2
655,10.21
656,7.34
657,5.23
658,13.05
659,7.46
660,9.99
661,7.09
662,10.4
663,10.29
664,12.13
665,10.46
666,14.41
667,10.1
668,8.01
669,12.13
670,7.68
671,10.46
672,11.3
673,5.84
674,14.32
675,11.95
676,12.71
677,15.48
678,13.38
679,11.53
680,10.86
681,7.74
682,8.77
683,10.09
684,16.83
685,13.79
686,14.98
687,7.07
688,12.78
689,3.9
690,11.37
691,3.54
692,9.26
693,11.26
694,11.74
695,10.1
696,12.96
697,11.24
698,10.3
699,10.32
700,10.62
701,7.09
702,7.91
703,7.59
704,9.67
705,9.19
706,14.35
707,10.29
708,9.15
709,13.35
710,6.31
711,9.63
712,6.3
713,10.76
714,10.64
715,9.68
716,8.86
717,5.83
718,4.11
719,13.15
720,9.3
721,12.15
722,8.23
723,3.77
724,10.89
725,8.3
726,12.65
727,11.37
728,7.46
729,11.19
730,7.73
731,9.15
732,9.9
733,8.91
734,8.52
735,4.3
736,7.26
737,11.62
738,6.23
739,10.41
740,11.78
741,9.95
742,10.97
743,14.1
744,13.72
745,8.63
746,12.99
747,12.32
748,6.27
749,11.68
750,9.54
751,3.76
752,13.58
753,9.14
754,9.37
755,10.06
756,13.63
757,17.27
758,11.8
759,13.61
760,10.61
761,10.2
762,8.08
763,9.87
764,11.73
765,10.35
766,8.45
767,7.9
768,13.77
769,10.38
770,11.47
771,11.72
772,9.58
773,13.09
774,9.63
775,6.62
776,9.3
777,6.97
778,9.94
779,10.62
780,9.32
781,11.05
782,11.13
783,10.73
784,9.87
785,10.11
786,8.39
787,11.01
788,7.51
789,4.26
790,10.47
791,10.55
792,5.09
793,10.09
794,9.94
795,7.26
796,7.9
797,12.55
798,9.33
799,8.55
800,8.53
801,15.15
802,6.39
803,8.79
804,10.69
805,9.82
806,8.29
807,10.61
808,7.34
809,10.21
810,8.98
811,10.64
812,7.92
813,15.09
814,16.08
815,8.22
816,9.44
817,9.11
818,8.33
819,6.42
820,10.37
821,9.05
822,12.24
823,13.78
824,11.0
825,10.91
826,9.92
827,4.15
828,8.18
829,6.63
830,15.26
831,10.86
832,5.91
833,3.19
834,11.8
835,4.67
836,12.04
837,10.86
838,17.42
839,9.77
840,7.67
841,8.03
842,11.57
843,7.62
844,6.02
845,11.26
846,7.95
847,9.92
848,11.62
849,8.05
850,10.57
851,9.22
852,7.16
853,15.96
854,10.79
855,8.28
856,8.36
857,5.8
858,11.19
859,9.07
860,10.11
861,9.64
862,9.46
863,6.97
864,7.06
865,4.96
866,10.99
867,7.87
868,8.85
869,6.69
870,6.44
871,11.9
872,11.28
873,10.35
874,10.63
875,9.63
876,10.15
877,11.52
878,10.66
879,10.28
880,10.36
881,6.39
882,9.54
883,7.14
884,10.39
885,12.5
886,8.74
887,9.27
888,9.15
889,6.96
890,9.18
891,7.69
892,8.05
893,11.98
894,11.0
895,11.44
896,6.68
897,9.86
898,6.83
899,9.77
900,8.91
901,8.83
902,8.38
903,10.22
904,9.14
905,8.35
906,9.39
907,9.26
908,9.97
909,10.27
910,11.95
911,9.25
912,14.34
913,10.92
914,8.15
915,10.4
916,8.0
917,6.91
918,8.4
919,12.62
920,10.68
921,6.76
922,13.97
923,9.4
924,7.15
925,8.83
926,9.0
927,5.47
928,12.92
929,12.84
930,8.58
931,6.35
932,12.91
933,10.39
934,9.78
935,11.98
936,7.79
937,11.8
938,9.9
939,8.96
940,9.59
941,10.71
942,11.02
943,9.33
944,9.66
945,11.5
946,8.23
947,9.52
948,8.04
949,9.28
950,9.52
951,13.74
952,10.89
953,11.16
954,10.83
955,8.21
956,8.31
957,10.6
958,6.23
959,9.15
960,10.45
961,10.91
962,7.3
963,6.82
964,8.78
965,12.9
966,7.84
967,8.25
968,7.6
969,6.14
970,14.32
971,4.95
972,10.5
973,13.93
974,14.45
975,11.28
976,8.4
977,9.41
978,11.56
979,11.24
980,9.73
981,11.51
982,11.19
983,10.83
984,8.98
985,5.95
986,15.23
987,7.07
988,17.12
989,9.29
990,7.62
991,8.74
992,10.04
993,11.56
994,9.7
995,9.67
996,12.08
997,8.8
998,9.01
999,9.81
1000,5.59
1001,13.35
1002,12.73
1003,13.21
1004,9.26
1005,11.2
1006,12.06
1007,4.25
1008,10.75
1009,12.28
1010,10.12
1011,14.57
1012,13.09
1013,10.15
1014,10.28
1015,4.21
1016,11.3
1017,10.25
1018,7.53
1019,12.87
1020,9.27
1021,9.9
1022,8.59
1023,11.4
1024,10.13
1025,10.27
1026,9.43
1027,8.91
1028,10.24
1029,13.33
1030,12.84
1031,10.38
1032,11.5
1033,9.99
1034,14.34
1035,9.14
1036,8.54
1037,12.89
1038,11.01
1039,8.51
1040,9.94
1041,10.44
1042,8.35
1043,5.03
1044,9.51
1045,9.74
1046,13.28
1047,3.91
1048,9.99
1049,10.36
1050,10.31
1051,7.35
1052,10.28
1053,11.12
1054,12.1
1055,11.45
1056,10.27
1057,8.34
1058,15.72
1059,9.26
1060,7.03
1061,11.53
1062,10.05
1063,6.37
1064,10.64
1065,7.45
1066,8.77
1067,8.92
1068,11.82
1069,12.78
1070,10.64
1071,12.08
1072,9.1
1073,14.6
1074,8.84
1075,8.43
1076,11.46
1077,9.53
1078,13.94
1079,10.82
1080,11.0
1081,12.18
1082,11.28
1083,12.13
1084,10.17
1085,9.38
1086,8.89
1087,8.0
1088,10.64
1089,14.29
1090,13.14
1091,8.75
1092,9.73
1093,8.49
1094,7.95
1095,12.41
1096,8.7
1097,4.9
1098,9.27
1099,12.74
1100,9.78
1101,9.14
1102,9.89
1103,10.23
1104,7.35
1105,4.28
1106,9.89
1107,10.1
1108,9.21
1109,8.92
1110,6.86
1111,7.79
1112,10.28
1113,9.86
1114,10.42
1115,10.17
1116,6.46
1117,14.23
1118,11.0
1119,9.15
1120,4.7
1121,9.04
1122,11.38
1123,11.24
1124,5.55
1125,9.08
1126,9.41
1127,10.56
1128,11.01
1129,9.87
1130,12.3
1131,11.31
1132,9.9
1133,6.86
1134,10.01
1135,9.93
1136,7.87
1137,8.87
1138,7.68
1139,14.48
1140,4.11
1141,6.89
1142,10.62
1143,12.56
1144,9.83
1145,9.2
1146,9.74
1147,10.23
1148,9.79
1149,9.56
1150,7.33
1151,9.71
1152,12.93
1153,10.55
1154,9.82
1155,10.83
1156,7.12
1157,9.42
1158,10.34
1159,11.69
1160,11.52
1161,10.6
1162,5.21
1163,11.64
1164,9.95
1165,9.36
1166,10.23
1167,8.89
1168,7.59
1169,12.82
1170,9.3
1171,10.84
1172,9.75
1173,11.56
1174,13.04
1175,12.09
1176,9.85
1177,11.06
1178,12.09
1179,11.69
1180,11.18
1181,10.66
1182,7.57
1183,10.02
1184,12.93
1185,8.94
1186,12.92
1187,10.17
1188,10.28
1189,9.36
1190,6.21
1191,8.14
1192,10.45
1193,11.02
1194,9.03
1195,10.71
1196,9.96
1197,9.32
1198,6.93
1199,13.76
1200,8.64
1201,9.57
1202,5.01
1203,9.52
1204,10.98
1205,13.4
1206,9.75
1207,9.7
1208,12.99
1209,6.15
1210,9.67
1211,10.31
1212,9.48
1213,8.16
1214,10.98
1215,8.78
1216,10.37
1217,7.4
1218,13.62
1219,12.63
1220,12.87
1221,9.87
1222,11.55
1223,8.65
1224,9.13
1225,6.79
1226,7.46
1227,17.49
1228,8.61
1229,10.28
1230,10.73
1231,9.29
1232,9.89
1233,9.03
1234,11.53
1235,11.58
1236,11.15
1237,15.55
1238,9.12
1239,12.51
1240,10.68
1241,9.29
1242,16.88
1243,10.19
1244,9.22
1245,11.18
1246,10.72
1247,7.9
1248,9.3
1249,11.78
1250,11.78
1251,7.28
1252,6.79
1253,6.39
1254,10.96
1255,13.02
1256,6.79
1257,6.71
1258,7.1
1259,10.08
1260,10.78
1261,10.08
1262,10.51
1263,9.27
1264,10.11
1265,14.34
1266,7.4
1267,10.39
1268,13.82
1269,10.38
1270,9.02
1271,13.71
1272,12.78
1273,9.03
1274,15.57
1275,6.88
1276,6.88
1277,7.1
1278,11.54
1279,8.31
1280,7.58
1281,13.08
1282,11.48
1283,14.13
1284,16.26
1285,10.74
1286,10.06
1287,9.8
1288,7.32
1289,7.3
1290,9.33
1291,10.57
1292,10.11
1293,8.84
1294,9.73
1295,9.24
1296,10.09
1297,14.09
1298,6.34
1299,8.99
1300,10.64
1301,10.06
1302,7.53
1303,9.06
1304,10.23
1305,9.17
1306,10.49
1307,6.93
1308,4.31
1309,8.46
1310,9.89
1311,9.72
1312,7.01
1313,10.54
1314,6.95
1315,12.21
1316,10.39
1317,4.18
1318,8.27
1319,13.3
1320,13.13
1321,11.32
1322,11.77
1323,8.61
1324,11.24
1325,9.28
1326,11.7
1327,9.71
1328,11.55
1329,6.38
1330,11.41
1331,13.41
1332,7.9
1333,9.73
1334,9.91
1335,6.86
1336,10.9
1337,9.8
1338,15.21
1339,8.56
1340,15.51
1341,13.04
1342,14.77
1343,7.87
1344,8.34
1345,10.26
1346,9.26
1347,10.62
1348,5.46
1349,13.15
1350,9.66
1351,5.96
1352,8.23
1353,7.94
1354,7.18
1355,9.74
1356,10.27
1357,8.4
1358,8.04
1359,7.61
1360,6.72
1361,9.91
1362,10.96
1363,10.57
1364,8.68
1365,8.94
1366,15.37
1367,8.2
1368,8.16
1369,10.21
1370,10.33
1371,7.18
1372,12.27
1373,9.02
1374,8.34
1375,7.46
1376,10.09
1377,14.28
1378,6.89
1379,10.57
1380,10.4
1381,6.61
1382,14.7
1383,10.9
1384,12.51
1385,10.02
1386,6.74
1387,14.71
1388,7.06
1389,10.4
1390,12.21
1391,17.93
1392,6.33
1393,10.87
1394,10.38
1395,8.73
1396,8.75
1397,9.08
1398,9.74
1399,7.38
1400,7.22
1401,7.74
1402,11.5
1403,9.8
1404,9.34
1405,10.22
1406,8.87
1407,12.06
1408,9.69
1409,8.28
1410,15.0
1411,11.42
1412,11.3
1413,10.11
1414,11.75
1415,7.44
1416,10.66
1417,5.87
1418,10.48
1419,9.62
1420,9.78
1421,11.19
1422,9.64
1423,9.4
1424,6.69
1425,7.87
1426,9.1
1427,7.3
1428,9.65
1429,8.41
1430,12.83
1431,9.53
1432,5.46
1433,10.64
1434,7.78
1435,5.14
1436,8.69
1437,8.96
1438,13.11
1439,9.42
1440,12.79
1441,10.27
1442,14.7
1443,9.53
1444,7.85
1445,7.5
1446,9.5
1447,4.35
1448,8.97
1449,8.22
1450,3.82
1451,10.88
1452,11.74
1453,10.01
1454,6.98
1455,9.44
1456,15.51
1457,6.6
1458,10.32
1459,10.77
1460,8.54
1461,7.94
1462,12.38
1463,10.74
1464,12.12
1465,9.66
1466,9.86
1467,11.19
1468,7.64
1469,8.49
1470,9.01
1471,9.73
1472,9.57
1473,10.2
1474,6.98
1475,10.22
1476,9.5
1477,9.25
1478,4.28
1479,9.38
1480,13.06
1481,9.78
1482,5.28
1483,14.08
1484,8.49
1485,6.78
1486,8.92
1487,11.21
1488,10.82
1489,17.45
1490,10.02
1491,7.43
1492,9.97
1493,13.01
1494,9.92
1495,8.81
1496,9.61
1497,7.65
1498,12.48
1499,7.59
1500,14.07
1501,10.08
1502,11.69
1503,13.09
1504,6.38
1505,9.29
1506,8.19
1507,5.84
1508,17.35
1509,9.28
1510,9.19
1511,9.52
1512,12.82
1513,10.35
1514,9.1
1515,7.23
1516,5.46
1517,11.1
1518,8.75
1519,11.12
1520,15.36
1521,9.89
1522,9.31
1523,11.72
1524,14.41
1525,6.95
1526,10.14
1527,10.47
1528,10.72
1529,8.71
1530,9.42
1531,7.35
1532,9.44
1533,7.19
1534,10.9
1535,6.17
1536,9.81
1537,10.94
1538,10.86
1539,7.93
1540,13.01
1541,8.81
1542,8.49
1543,10.61
1544,5.33
1545,10.15
1546,6.42
1547,8.92
1548,10.61
1549,11.07
1550,11.51
1551,7.43
1552,10.88
1553,9.86
1554,7.67
1555,5.56
1556,13.06
1557,11.64
1558,9.35
1559,8.88
1560,3.9
1561,11.21
1562,5.74
1563,9.9
1564,14.14
1565,15.54
1566,6.33
1567,9.03
1568,6.11
1569,11.13
1570,11.8
1571,8.5
1572,5.77
1573,10.31
1574,8.69
1575,11.0
1576,13.13
1577,12.22
1578,9.84
1579,12.45
1580,4.19
1581,9.38
1582,9.96
1583,12.34
1584,3.27
1585,10.85
1586,7.34
1587,6.39
1588,10.11
1589,10.91
1590,12.14
1591,7.36
1592,9.15
1593,8.94
1594,10.84
1595,11.25
1596,9.11
1597,9.85
1598,7.3
1599,10.97
1600,8.23
1601,10.25
1602,7.93
1603,7.47
1604,16.11
1605,9.23
1606,9.79
1607,9.13
1608,9.48
1609,9.72
1610,10.48
1611,9.75
1612,15.56
1613,9.34
1614,9.96
1615,11.03
1616,7.92
1617,6.3
1618,7.0
1619,4.94
1620,8.85
1621,9.64
1622,4.84
1623,9.37
1624,10.65
1625,13.94
1626,7.67
1627,8.93
1628,12.62
1629,9.37
1630,9.3
1631,11.07
1632,7.84
1633,10.26
1634,11.02
1635,11.02
1636,9.62
1637,9.56
1638,7.97
1639,8.73
1640,10.09
1641,7.24
1642,5.06
1643,10.89
1644,10.2
1645,6.58
1646,10.47
1647,12.73
1648,9.71
1649,7.89
1650,14.91
1651,8.45
1652,12.65
1653,12.59
1654,12.85
1655,9.77
1656,11.06
1657,8.06
1658,8.76
1659,9.53
1660,7.16
1661,7.66
1662,10.36
1663,8.82
1664,9.62
1665,6.99
1666,11.7
1667,8.44
1668,14.12
1669,9.69
1670,7.15
1671,12.58
1672,7.83
1673,8.58
1674,3.84
1675,12.19
1676,11.36
1677,16.58
1678,5.59
1679,8.82
1680,11.81
1681,11.73
1682,9.94
1683,11.23
1684,9.25
1685,15.69
1686,11.19
1687,5.49
1688,10.31
1689,10.72
1690,6.94
1691,10.22
1692,8.61
1693,4.94
1694,11.7
1695,10.01
1696,10.18
1697,10.34
1698,4.24
1699,6.94
1700,8.34
1701,6.73
1702,9.93
1703,14.77
1704,5.63
1705,9.17
1706,6.01
1707,13.22
1708,6.93
1709,6.75
1710,8.22
1711,10.86
1712,10.33
1713,11.18
1714,7.43
1715,7.38
1716,12.77
1717,10.05
1718,9.21
1719,8.28
1720,9.34
1721,6.41
1722,9.46
1723,3.8
1724,8.3
1725,13.35
1726,12.76
1727,8.15
1728,5.65
1729,10.46
1730,10.29
1731,10.69
1732,11.08
1733,4.14
1734,6.57
1735,11.08
1736,8.88
1737,10.68
1738,9.6
1739,10.04
1740,9.57
1741,10.69
1742,7.99
1743,9.93
1744,10.67
1745,9.3
1746,9.24
1747,9.38
1748,11.5
1749,12.08
1750,9.84
1751,13.87
1752,8.87
1753,9.12
1754,11.53
1755,10.37
1756,9.87
1757,7.53
1758,10.51
1759,9.72
1760,5.17
1761,11.46
1762,10.97
1763,8.59
1764,4.11
1765,5.32
1766,9.08
1767,9.68
1768,9.12
1769,11.4
1770,8.56
1771,6.7
1772,9.95
1773,10.37
1774,10.0
1775,7.51
1776,10.49
1777,15.63
1778,11.75
1779,15.32
1780,8.69
1781,8.33
1782,10.42
1783,7.7
1784,10.8
1785,9.04
1786,8.52
1787,9.71
1788,9.94
1789,10.38
1790,8.84
1791,8.64
1792,10.69
1793,6.61
1794,13.71
1795,8.92
1796,7.93
1797,10.59
1798,10.28
1799,9.43
1800,10.03
1801,10.81
1802,9.78
1803,9.52
1804,13.37
1805,9.71
1806,11.67
1807,11.33
1808,10.05
1809,9.25
1810,11.4
1811,4.42
1812,9.58
1813,11.43
1814,8.47
1815,6.49
1816,12.46
1817,7.67
1818,8.62
1819,11.43
1820,8.24
1821,4.16
1822,9.26
1823,9.25
1824,11.21
1825,8.12
1826,10.71
1827,10.23
1828,8.46
1829,12.84
1830,9.51
1831,10.56
1832,10.53
1833,9.59
1834,10.01
1835,12.34
1836,13.0
1837,11.41
1838,12.05
1839,12.43
1840,11.6
1841,7.92
1842,8.21
1843,9.91
1844,6.16
1845,10.14
1846,4.14
1847,5.45
1848,14.19
1849,13.52
1850,10.11
1851,4.95
1852,9.27
1853,6.07
1854,9.49
1855,8.66
1856,9.4
1857,5.99
1858,12.01
1859,9.87
1860,9.8
1861,8.72
1862,10.11
1863,6.69
1864,9.68
1865,8.57
1866,5.19
1867,10.69
1868,10.39
1869,11.47
1870,12.24
1871,9.9
1872,8.59
1873,14.05
1874,11.08
1875,10.99
1876,4.36
1877,9.37
1878,11.88
1879,5.67
1880,7.99
1881,7.16
1882,9.16
1883,11.91
1884,8.57
1885,8.43
1886,10.32
1887,7.93
1888,8.07
1889,12.12
1890,12.66
1891,11.19
1892,11.14
1893,10.88
1894,5.82
1895,12.03
1896,10.48
1897,8.66
1898,9.81
1899,12.73
1900,6.46
1901,8.76
1902,12.28
1903,9.37
1904,10.76
1905,9.95
1906,11.48
1907,8.38
1908,9.74
1909,14.55
1910,8.88
1911,8.74
1912,7.67
1913,6.46
1914,10.26
1915,12.91
1916,12.25
1917,9.43
1918,9.5
1919,7.87
1920,11.41
1921,10.0
1922,6.31
1923,10.04
1924,5.63
1925,9.96
1926,9.81
1927,8.54
1928,9.26
1929,8.56
1930,6.67
1931,12.36
1932,12.23
1933,12.21
1934,9.03
1935,9.71
1936,10.07
1937,9.67
1938,8.36
1939,11.53
1940,8.72
1941,10.1
1942,12.41
1943,4.29
1944,9.4
1945,6.73
1946,12.72
1947,9.75
1948,10.99
1949,13.04
1950,14.05
1951,10.49
1952,5.38
1953,7.6
1954,8.06
1955,9.27
1956,8.87
1957,9.98
1958,10.44
1959,13.14
1960,9.53
1961,10.39
1962,10.21
1963,18.68
1964,6.87
1965,11.12
1966,14.54
1967,9.85
1968,8.84
1969,10.0
1970,10.01
1971,11.2
1972,13.01
1973,10.47
1974,10.6
1975,10.35
1976,10.04
1977,10.8
1978,7.65
1979,10.9
1980,10.73
1981,13.07
1982,8.65
1983,6.08
1984,8.96
1985,6.59
1986,10.88
1987,14.66
1988,8.97
1989,9.57
1990,4.61
1991,10.35
1992,8.29
1993,10.04
1994,11.26
1995,5.06
1996,6.98
1997,16.02
1998,12.63
1999,9.61
2000,9.83
2001,7.56
2002,8.53
2003,7.58
2004,8.91
2005,9.79
2006,9.53
2007,10.41
2008,15.99
2009,11.1
2010,7.54
2011,4.43
2012,9.84
2013,15.36
2014,7.93
2015,11.36
2016,5.9
2017,11.63
2018,9.09
2019,9.98
2020,10.94
2021,11.65
2022,15.93
2023,11.71
2024,8.32
2025,10.38
2026,10.99
2027,10.03
2028,6.27
2029,11.01
2030,9.38
2031,12.4
2032,9.82
2033,11.71
2034,13.12
2035,9.24
2036,9.38
2037,8.78
2038,7.07
2039,12.44
2040,11.84
2041,8.87
2042,9.87
2043,9.82
2044,10.4
2045,6.61
2046,10.64
2047,8.83
2048,9.3
2049,8.84
2050,5.2
2051,7.79
2052,10.95
2053,14.71
2054,14.01
2055,6.92
2056,3.66
2057,5.59
2058,10.49
2059,9.31
2060,9.43
2061,10.09
2062,9.77
2063,9.62
2064,10.34
2065,13.88
2066,12.73
2067,10.27
2068,6.28
2069,10.37
2070,8.19
2071,7.72
2072,7.76
2073,11.15
2074,7.73
2075,7.05
2076,8.47
2077,10.13
2078,11.01
2079,8.78
2080,9.44
2081,11.88
2082,11.05
2083,8.85
2084,8.35
2085,9.5
2086,8.71
2087,7.0
2088,6.49
2089,6.75
2090,16.81
2091,15.27
2092,12.33
2093,11.24
2094,14.58
2095,9.65
2096,12.17
2097,12.58
2098,9.9
2099,6.89
2100,16.12
2101,9.7
2102,17.88
2103,11.1
2104,10.82
2105,8.53
2106,14.4
2107,11.41
2108,10.8
2109,9.35
2110,7.23
2111,12.96
2112,8.37
2113,14.11
2114,7.88
2115,16.26
2116,11.19
2117,7.59
2118,17.72
2119,9.51
2120,10.51
2121,12.05
2122,12.04
2123,5.99
2124,13.73
2125,11.24
2126,8.91
2127,7.0
2128,7.65
2129,15.71
2130,10.32
2131,7.16
2132,11.24
2133,12.24
2134,13.65
2135,11.32
2136,5.84
2137,8.46
2138,10.13
2139,7.73
2140,13.13
2141,10.36
